noc_title_2016,noc_title_2021,prov,noc_2016,noc_2016_title,skill_level,noc_2021,noc_2021_title,teer_category,noc_version,min_wage,median_wage,max_wage,mean_wage,source,reference_period,revision_date,text
4212 - Social and community service workers,42201 - Social and community service workers,Manitoba,4212,Social and community service workers,B,42201,,2,"2016, 2021",13.5,19.0,33.17,21.46,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>33.17<br><b>Median wage: </b>19.0<br><b>Min wage: </b>13.5<br>
4212 - Social and community service workers,42201 - Social and community service workers,Manitoba,4212,Social and community service workers,B,42201,,2,"2016, 2021",14.05,18.9,26.67,19.64,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>26.67<br><b>Median wage: </b>18.9<br><b>Min wage: </b>14.05<br>
4212 - Social and community service workers,42201 - Social and community service workers,Manitoba,4212,Social and community service workers,B,42201,,2,"2016, 2021",13.5,24.0,41.09,26.2,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>41.09<br><b>Median wage: </b>24.0<br><b>Min wage: </b>13.5<br>
4212 - Social and community service workers,42201 - Social and community service workers,Saskatchewan,4212,Social and community service workers,B,42201,,2,"2016, 2021",17.0,21.27,32.0,23.57,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>32.0<br><b>Median wage: </b>21.27<br><b>Min wage: </b>17.0<br>
4212 - Social and community service workers,42201 - Social and community service workers,Saskatchewan,4212,Social and community service workers,B,42201,,2,"2016, 2021",16.5,22.35,34.0,24.41,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>34.0<br><b>Median wage: </b>22.35<br><b>Min wage: </b>16.5<br>
4212 - Social and community service workers,42201 - Social and community service workers,Saskatchewan,4212,Social and community service workers,B,42201,,2,"2016, 2021",17.0,22.5,38.46,25.23,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>38.46<br><b>Median wage: </b>22.5<br><b>Min wage: </b>17.0<br>
4212 - Social and community service workers,42201 - Social and community service workers,Saskatchewan,4212,Social and community service workers,B,42201,,2,"2016, 2021",16.0,20.0,27.27,20.81,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>27.27<br><b>Median wage: </b>20.0<br><b>Min wage: </b>16.0<br>
4212 - Social and community service workers,42201 - Social and community service workers,Alberta,4212,Social and community service workers,B,42201,,2,"2016, 2021",17.0,24.0,38.04,25.22,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>38.04<br><b>Median wage: </b>24.0<br><b>Min wage: </b>17.0<br>
4212 - Social and community service workers,42201 - Social and community service workers,Alberta,4212,Social and community service workers,B,42201,,2,"2016, 2021",17.0,22.0,43.27,26.0,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>43.27<br><b>Median wage: </b>22.0<br><b>Min wage: </b>17.0<br>
4212 - Social and community service workers,42201 - Social and community service workers,Alberta,4212,Social and community service workers,B,42201,,2,"2016, 2021",18.03,24.0,37.55,24.94,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>37.55<br><b>Median wage: </b>24.0<br><b>Min wage: </b>18.03<br>
4212 - Social and community service workers,42201 - Social and community service workers,Alberta,4212,Social and community service workers,B,42201,,2,"2016, 2021",16.09,24.76,37.37,25.23,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>37.37<br><b>Median wage: </b>24.76<br><b>Min wage: </b>16.09<br>
4212 - Social and community service workers,42201 - Social and community service workers,Alberta,4212,Social and community service workers,B,42201,,2,"2016, 2021",18.72,24.0,37.0,26.57,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>37.0<br><b>Median wage: </b>24.0<br><b>Min wage: </b>18.72<br>
4212 - Social and community service workers,42201 - Social and community service workers,British Columbia,4212,Social and community service workers,B,42201,,2,"2016, 2021",18.35,23.0,31.0,24.13,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>31.0<br><b>Median wage: </b>23.0<br><b>Min wage: </b>18.35<br>
4212 - Social and community service workers,42201 - Social and community service workers,British Columbia,4212,Social and community service workers,B,42201,,2,"2016, 2021",17.0,24.0,32.4,24.6,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>32.4<br><b>Median wage: </b>24.0<br><b>Min wage: </b>17.0<br>
4212 - Social and community service workers,42201 - Social and community service workers,British Columbia,4212,Social and community service workers,B,42201,,2,"2016, 2021",19.29,22.84,30.17,24.26,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>30.17<br><b>Median wage: </b>22.84<br><b>Min wage: </b>19.29<br>
4212 - Social and community service workers,42201 - Social and community service workers,British Columbia,4212,Social and community service workers,B,42201,,2,"2016, 2021",18.0,22.67,30.72,23.53,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>30.72<br><b>Median wage: </b>22.67<br><b>Min wage: </b>18.0<br>
4212 - Social and community service workers,42201 - Social and community service workers,British Columbia,4212,Social and community service workers,B,42201,,2,"2016, 2021",18.0,23.5,37.36,25.03,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>37.36<br><b>Median wage: </b>23.5<br><b>Min wage: </b>18.0<br>
4212 - Social and community service workers,42201 - Social and community service workers,British Columbia,4212,Social and community service workers,B,42201,,2,"2016, 2021",19.0,23.5,41.0,28.56,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>41.0<br><b>Median wage: </b>23.5<br><b>Min wage: </b>19.0<br>
4212 - Social and community service workers,42201 - Social and community service workers,British Columbia,4212,Social and community service workers,B,42201,,2,"2016, 2021",15.65,20.76,26.0,20.09,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>26.0<br><b>Median wage: </b>20.76<br><b>Min wage: </b>15.65<br>
4212 - Social and community service workers,42201 - Social and community service workers,Yukon,4212,Social and community service workers,B,42201,,2,"2016, 2021",27.0,32.0,40.0,32.21,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>40.0<br><b>Median wage: </b>32.0<br><b>Min wage: </b>27.0<br>
4212 - Social and community service workers,42201 - Social and community service workers,Northwest Territories,4212,Social and community service workers,B,42201,,2,"2016, 2021",21.0,26.0,49.0,30.89,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>49.0<br><b>Median wage: </b>26.0<br><b>Min wage: </b>21.0<br>
4212 - Social and community service workers,42201 - Social and community service workers,Nunavut,4212,Social and community service workers,B,42201,,2,"2016, 2021",16.0,32.0,38.77,29.36,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>38.77<br><b>Median wage: </b>32.0<br><b>Min wage: </b>16.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Newfoundland and Labrador,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.7,15.5,22.5,16.59,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>22.5<br><b>Median wage: </b>15.5<br><b>Min wage: </b>13.7<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Newfoundland and Labrador,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.7,15.69,24.8,16.76,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.8<br><b>Median wage: </b>15.69<br><b>Min wage: </b>13.7<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Prince Edward Island,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.7,17.47,23.0,17.78,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>23.0<br><b>Median wage: </b>17.47<br><b>Min wage: </b>13.7<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Nova Scotia,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.6,17.0,23.4,17.69,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>23.4<br><b>Median wage: </b>17.0<br><b>Min wage: </b>13.6<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Nova Scotia,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.6,17.0,20.5,16.52,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>20.5<br><b>Median wage: </b>17.0<br><b>Min wage: </b>13.6<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Nova Scotia,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.0,18.0,23.4,18.19,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>23.4<br><b>Median wage: </b>18.0<br><b>Min wage: </b>15.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Nova Scotia,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.6,17.09,23.5,17.98,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>23.5<br><b>Median wage: </b>17.09<br><b>Min wage: </b>13.6<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,New Brunswick,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.85,17.25,20.0,16.99,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>20.0<br><b>Median wage: </b>17.25<br><b>Min wage: </b>13.85<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,New Brunswick,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",14.0,17.0,19.75,17.1,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>19.75<br><b>Median wage: </b>17.0<br><b>Min wage: </b>14.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,New Brunswick,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",14.0,16.5,19.5,16.87,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>19.5<br><b>Median wage: </b>16.5<br><b>Min wage: </b>14.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,New Brunswick,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",14.0,18.0,20.5,17.19,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>20.5<br><b>Median wage: </b>18.0<br><b>Min wage: </b>14.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,New Brunswick,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.75,15.15,21.0,16.09,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>21.0<br><b>Median wage: </b>15.15<br><b>Min wage: </b>13.75<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",16.48,22.04,25.25,21.96,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.25<br><b>Median wage: </b>22.04<br><b>Min wage: </b>16.48<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",16.0,22.0,25.15,22.36,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.15<br><b>Median wage: </b>22.0<br><b>Min wage: </b>16.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",17.0,23.0,26.72,22.69,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>26.72<br><b>Median wage: </b>23.0<br><b>Min wage: </b>17.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",16.92,23.0,25.15,22.12,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.15<br><b>Median wage: </b>23.0<br><b>Min wage: </b>16.92<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",16.0,24.0,25.15,22.46,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.15<br><b>Median wage: </b>24.0<br><b>Min wage: </b>16.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",19.17,22.0,25.1,22.19,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.1<br><b>Median wage: </b>22.0<br><b>Min wage: </b>19.17<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.0,20.98,25.15,20.6,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.15<br><b>Median wage: </b>20.98<br><b>Min wage: </b>15.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.0,21.5,25.15,21.68,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.15<br><b>Median wage: </b>21.5<br><b>Min wage: </b>15.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",16.75,21.5,26.44,21.05,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>26.44<br><b>Median wage: </b>21.5<br><b>Min wage: </b>16.75<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",16.8,22.0,25.15,22.03,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.15<br><b>Median wage: </b>22.0<br><b>Min wage: </b>16.8<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",19.0,25.0,31.5,25.94,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>31.5<br><b>Median wage: </b>25.0<br><b>Min wage: </b>19.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",14.25,21.48,25.5,20.76,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.5<br><b>Median wage: </b>21.48<br><b>Min wage: </b>14.25<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Quebec,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",16.75,22.18,25.19,21.96,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.19<br><b>Median wage: </b>22.18<br><b>Min wage: </b>16.75<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Ontario,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.5,20.0,28.0,21.28,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>28.0<br><b>Median wage: </b>20.0<br><b>Min wage: </b>15.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Ontario,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.5,20.4,27.53,20.84,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>27.53<br><b>Median wage: </b>20.4<br><b>Min wage: </b>15.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Ontario,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.5,20.0,27.0,19.9,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>27.0<br><b>Median wage: </b>20.0<br><b>Min wage: </b>15.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Ontario,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.5,20.0,29.0,21.34,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>29.0<br><b>Median wage: </b>20.0<br><b>Min wage: </b>15.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Ontario,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.75,22.0,28.31,22.5,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>28.31<br><b>Median wage: </b>22.0<br><b>Min wage: </b>15.75<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Ontario,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",16.0,21.0,27.0,21.4,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>27.0<br><b>Median wage: </b>21.0<br><b>Min wage: </b>16.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Ontario,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.5,19.0,28.07,21.06,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>28.07<br><b>Median wage: </b>19.0<br><b>Min wage: </b>15.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Ontario,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.5,18.05,28.0,19.23,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>28.0<br><b>Median wage: </b>18.05<br><b>Min wage: </b>15.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Ontario,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.5,20.0,25.93,20.12,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.93<br><b>Median wage: </b>20.0<br><b>Min wage: </b>15.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Ontario,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",18.0,22.5,28.75,23.88,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>28.75<br><b>Median wage: </b>22.5<br><b>Min wage: </b>18.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Manitoba,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.5,15.5,24.1,17.08,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.1<br><b>Median wage: </b>15.5<br><b>Min wage: </b>13.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Manitoba,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.5,16.5,22.0,16.9,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>22.0<br><b>Median wage: </b>16.5<br><b>Min wage: </b>13.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Manitoba,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.5,16.5,25.6,16.97,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>25.6<br><b>Median wage: </b>16.5<br><b>Min wage: </b>13.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Manitoba,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.5,15.0,24.1,16.85,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.1<br><b>Median wage: </b>15.0<br><b>Min wage: </b>13.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Manitoba,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.5,16.0,24.0,17.76,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.0<br><b>Median wage: </b>16.0<br><b>Min wage: </b>13.5<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Saskatchewan,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.0,16.0,24.12,17.72,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.12<br><b>Median wage: </b>16.0<br><b>Min wage: </b>13.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Saskatchewan,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.0,16.0,26.32,17.47,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>26.32<br><b>Median wage: </b>16.0<br><b>Min wage: </b>13.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Saskatchewan,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.0,14.0,18.0,14.54,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>18.0<br><b>Median wage: </b>14.0<br><b>Min wage: </b>13.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Saskatchewan,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.0,17.0,24.23,18.99,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.23<br><b>Median wage: </b>17.0<br><b>Min wage: </b>13.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Saskatchewan,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",13.0,16.0,23.0,17.47,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>23.0<br><b>Median wage: </b>16.0<br><b>Min wage: </b>13.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Alberta,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.0,17.5,24.48,18.8,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.48<br><b>Median wage: </b>17.5<br><b>Min wage: </b>15.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Alberta,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.0,15.75,24.0,17.09,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.0<br><b>Median wage: </b>15.75<br><b>Min wage: </b>15.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Alberta,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.0,17.64,25.12,19.3,Employment Insurance Survey Data,2020-2021,2022-11-16,<b>Max wage: </b>25.12<br><b>Median wage: </b>17.64<br><b>Min wage: </b>15.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Alberta,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.0,17.5,24.0,18.74,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.0<br><b>Median wage: </b>17.5<br><b>Min wage: </b>15.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Alberta,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.0,19.0,24.4,18.18,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.4<br><b>Median wage: </b>19.0<br><b>Min wage: </b>15.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Alberta,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.0,17.95,24.48,19.15,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.48<br><b>Median wage: </b>17.95<br><b>Min wage: </b>15.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Alberta,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",17.0,21.0,29.29,22.21,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>29.29<br><b>Median wage: </b>21.0<br><b>Min wage: </b>17.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,British Columbia,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.65,19.96,27.0,20.85,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>27.0<br><b>Median wage: </b>19.96<br><b>Min wage: </b>15.65<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,British Columbia,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",16.0,20.0,26.0,20.95,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>26.0<br><b>Median wage: </b>20.0<br><b>Min wage: </b>16.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,British Columbia,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.65,20.0,27.0,21.0,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>27.0<br><b>Median wage: </b>20.0<br><b>Min wage: </b>15.65<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,British Columbia,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",16.4,18.94,24.04,19.95,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>24.04<br><b>Median wage: </b>18.94<br><b>Min wage: </b>16.4<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,British Columbia,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",15.65,18.5,23.94,19.56,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>23.94<br><b>Median wage: </b>18.5<br><b>Min wage: </b>15.65<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Northwest Territories,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",19.0,25.0,54.0,28.54,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>54.0<br><b>Median wage: </b>25.0<br><b>Min wage: </b>19.0<br>
4214 - Early childhood educators and assistants,42202 - Early childhood educators and assistants,Nunavut,4214,Early childhood educators and assistants,B,42202,,2,"2016, 2021",16.0,21.0,30.0,23.28,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>30.0<br><b>Median wage: </b>21.0<br><b>Min wage: </b>16.0<br>
4215 - Instructors of persons with disabilities,42203 - Instructors of persons with disabilities,Newfoundland and Labrador,4215,Instructors of persons with disabilities,B,42203,,2,"2016, 2021",15.24,18.5,24.69,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>24.69<br><b>Median wage: </b>18.5<br><b>Min wage: </b>15.24<br>
4215 - Instructors of persons with disabilities,42203 - Instructors of persons with disabilities,Nova Scotia,4215,Instructors of persons with disabilities,B,42203,,2,"2016, 2021",18.66,26.39,38.1,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>38.1<br><b>Median wage: </b>26.39<br><b>Min wage: </b>18.66<br>
4215 - Instructors of persons with disabilities,42203 - Instructors of persons with disabilities,Nova Scotia,4215,Instructors of persons with disabilities,B,42203,,2,"2016, 2021",19.47,25.45,35.83,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>35.83<br><b>Median wage: </b>25.45<br><b>Min wage: </b>19.47<br>
4215 - Instructors of persons with disabilities,42203 - Instructors of persons with disabilities,Nova Scotia,4215,Instructors of persons with disabilities,B,42203,,2,"2016, 2021",18.8,26.22,33.22,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>33.22<br><b>Median wage: </b>26.22<br><b>Min wage: </b>18.8<br>
4215 - Instructors of persons with disabilities,42203 - Instructors of persons with disabilities,Nova Scotia,4215,Instructors of persons with disabilities,B,42203,,2,"2016, 2021",19.2,28.71,33.87,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>33.87<br><b>Median wage: </b>28.71<br><b>Min wage: </b>19.2<br>
4215 - Instructors of persons with disabilities,42203 - Instructors of persons with disabilities,New Brunswick,4215,Instructors of persons with disabilities,B,42203,,2,"2016, 2021",14.64,18.1,26.45,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>26.45<br><b>Median wage: </b>18.1<br><b>Min wage: </b>14.64<br>
4215 - Instructors of persons with disabilities,42203 - Instructors of persons with disabilities,New Brunswick,4215,Instructors of persons with disabilities,B,42203,,2,"2016, 2021",13.75,18.64,28.31,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>28.31<br><b>Median wage: </b>18.64<br><b>Min wage: </b>13.75<br>
4215 - Instructors of persons with disabilities,42203 - Instructors of persons with disabilities,Quebec,4215,Instructors of persons with disabilities,B,42203,,2,"2016, 2021",18.0,29.12,33.0,27.33,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>33.0<br><b>Median wage: </b>29.12<br><b>Min wage: </b>18.0<br>
4215 - Instructors of persons with disabilities,42203 - Instructors of persons with disabilities,Quebec,4215,Instructors of persons with disabilities,B,42203,,2,"2016, 2021",23.0,28.74,33.61,28.71,Employment Insurance Survey Data,2020-2021,2022-11-16,<b>Max wage: </b>33.61<br><b>Median wage: </b>28.74<br><b>Min wage: </b>23.0<br>
