noc_title_2016,noc_title_2021,prov,noc_2016,noc_2016_title,skill_level,noc_2021,noc_2021_title,teer_category,noc_version,min_wage,median_wage,max_wage,mean_wage,source,reference_period,revision_date,text
0131 - Telecommunication carriers managers,10030 - Telecommunication carriers managers,British Columbia,0131,Telecommunication carriers managers,0,10030,,0,"2016, 2021",36.86,46.15,66.67,49.36,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>66.67<br><b>Median wage: </b>46.15<br><b>Min wage: </b>36.86<br>
0131 - Telecommunication carriers managers,10030 - Telecommunication carriers managers,Yukon,0131,Telecommunication carriers managers,0,10030,,0,"2016, 2021",34.84,54.37,75.45,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>75.45<br><b>Median wage: </b>54.37<br><b>Min wage: </b>34.84<br>
0132 - Postal and courier services managers,70021 - Postal and courier services managers,Nova Scotia,0132,Postal and courier services managers,0,70021,,0,"2016, 2021",27.3,31.24,38.46,32.56,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>38.46<br><b>Median wage: </b>31.24<br><b>Min wage: </b>27.3<br>
0132 - Postal and courier services managers,70021 - Postal and courier services managers,Quebec,0132,Postal and courier services managers,0,70021,,0,"2016, 2021",14.25,35.55,52.37,35.01,2016 Census,2016,2022-11-16,<b>Max wage: </b>52.37<br><b>Median wage: </b>35.55<br><b>Min wage: </b>14.25<br>
0132 - Postal and courier services managers,70021 - Postal and courier services managers,Ontario,0132,Postal and courier services managers,0,70021,,0,"2016, 2021",15.5,34.62,65.43,36.65,2016 Census,2016,2022-11-16,<b>Max wage: </b>65.43<br><b>Median wage: </b>34.62<br><b>Min wage: </b>15.5<br>
0132 - Postal and courier services managers,70021 - Postal and courier services managers,Ontario,0132,Postal and courier services managers,0,70021,,0,"2016, 2021",15.5,35.44,69.3,37.93,2016 Census,2016,2022-11-16,<b>Max wage: </b>69.3<br><b>Median wage: </b>35.44<br><b>Min wage: </b>15.5<br>
0132 - Postal and courier services managers,70021 - Postal and courier services managers,British Columbia,0132,Postal and courier services managers,0,70021,,0,"2016, 2021",15.65,28.76,46.74,31.27,2016 Census,2016,2022-11-16,<b>Max wage: </b>46.74<br><b>Median wage: </b>28.76<br><b>Min wage: </b>15.65<br>
0132 - Postal and courier services managers,70021 - Postal and courier services managers,British Columbia,0132,Postal and courier services managers,0,70021,,0,"2016, 2021",15.65,31.85,48.43,32.92,2016 Census,2016,2022-11-16,<b>Max wage: </b>48.43<br><b>Median wage: </b>31.85<br><b>Min wage: </b>15.65<br>
0211 - Engineering managers,20010 - Engineering managers,Newfoundland and Labrador,0211,Engineering managers,0,20010,,0,"2016, 2021",40.87,60.0,87.5,60.4,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>87.5<br><b>Median wage: </b>60.0<br><b>Min wage: </b>40.87<br>
0211 - Engineering managers,20010 - Engineering managers,Prince Edward Island,0211,Engineering managers,0,20010,,0,"2016, 2021",35.71,50.88,79.87,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>79.87<br><b>Median wage: </b>50.88<br><b>Min wage: </b>35.71<br>
0211 - Engineering managers,20010 - Engineering managers,Nova Scotia,0211,Engineering managers,0,20010,,0,"2016, 2021",34.29,48.08,72.65,55.18,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>72.65<br><b>Median wage: </b>48.08<br><b>Min wage: </b>34.29<br>
0211 - Engineering managers,20010 - Engineering managers,Nova Scotia,0211,Engineering managers,0,20010,,0,"2016, 2021",30.0,48.08,88.94,55.12,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>88.94<br><b>Median wage: </b>48.08<br><b>Min wage: </b>30.0<br>
0211 - Engineering managers,20010 - Engineering managers,New Brunswick,0211,Engineering managers,0,20010,,0,"2016, 2021",39.11,44.1,82.21,49.77,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>82.21<br><b>Median wage: </b>44.1<br><b>Min wage: </b>39.11<br>
0211 - Engineering managers,20010 - Engineering managers,Quebec,0211,Engineering managers,0,20010,,0,"2016, 2021",40.6,57.69,79.81,58.79,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>79.81<br><b>Median wage: </b>57.69<br><b>Min wage: </b>40.6<br>
0211 - Engineering managers,20010 - Engineering managers,Ontario,0211,Engineering managers,0,20010,,0,"2016, 2021",43.08,60.1,88.72,61.95,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>88.72<br><b>Median wage: </b>60.1<br><b>Min wage: </b>43.08<br>
0211 - Engineering managers,20010 - Engineering managers,Ontario,0211,Engineering managers,0,20010,,0,"2016, 2021",47.6,59.49,72.31,60.77,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>72.31<br><b>Median wage: </b>59.49<br><b>Min wage: </b>47.6<br>
0211 - Engineering managers,20010 - Engineering managers,Ontario,0211,Engineering managers,0,20010,,0,"2016, 2021",54.36,59.52,76.92,61.59,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>76.92<br><b>Median wage: </b>59.52<br><b>Min wage: </b>54.36<br>
0211 - Engineering managers,20010 - Engineering managers,Ontario,0211,Engineering managers,0,20010,,0,"2016, 2021",42.74,55.29,88.72,58.68,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>88.72<br><b>Median wage: </b>55.29<br><b>Min wage: </b>42.74<br>
0211 - Engineering managers,20010 - Engineering managers,Manitoba,0211,Engineering managers,0,20010,,0,"2016, 2021",31.25,46.0,91.35,49.79,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>91.35<br><b>Median wage: </b>46.0<br><b>Min wage: </b>31.25<br>
0211 - Engineering managers,20010 - Engineering managers,Saskatchewan,0211,Engineering managers,0,20010,,0,"2016, 2021",43.27,56.54,72.12,56.61,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>72.12<br><b>Median wage: </b>56.54<br><b>Min wage: </b>43.27<br>
0211 - Engineering managers,20010 - Engineering managers,Saskatchewan,0211,Engineering managers,0,20010,,0,"2016, 2021",46.62,56.54,72.12,58.42,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>72.12<br><b>Median wage: </b>56.54<br><b>Min wage: </b>46.62<br>
0211 - Engineering managers,20010 - Engineering managers,Alberta,0211,Engineering managers,0,20010,,0,"2016, 2021",38.46,61.7,102.0,64.89,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>102.0<br><b>Median wage: </b>61.7<br><b>Min wage: </b>38.46<br>
0211 - Engineering managers,20010 - Engineering managers,Alberta,0211,Engineering managers,0,20010,,0,"2016, 2021",22.48,66.11,103.88,67.71,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>103.88<br><b>Median wage: </b>66.11<br><b>Min wage: </b>22.48<br>
0211 - Engineering managers,20010 - Engineering managers,British Columbia,0211,Engineering managers,0,20010,,0,"2016, 2021",31.25,51.1,67.31,48.52,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>67.31<br><b>Median wage: </b>51.1<br><b>Min wage: </b>31.25<br>
0212 - Architecture and science managers,20011 - Architecture and science managers,Newfoundland and Labrador,0212,Architecture and science managers,0,20011,,0,"2016, 2021",38.15,51.59,68.27,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>68.27<br><b>Median wage: </b>51.59<br><b>Min wage: </b>38.15<br>
0212 - Architecture and science managers,20011 - Architecture and science managers,Newfoundland and Labrador,0212,Architecture and science managers,0,20011,,0,"2016, 2021",38.34,48.27,64.72,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>64.72<br><b>Median wage: </b>48.27<br><b>Min wage: </b>38.34<br>
0212 - Architecture and science managers,20011 - Architecture and science managers,New Brunswick,0212,Architecture and science managers,0,20011,,0,"2016, 2021",35.93,50.19,69.45,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>69.45<br><b>Median wage: </b>50.19<br><b>Min wage: </b>35.93<br>
0212 - Architecture and science managers,20011 - Architecture and science managers,New Brunswick,0212,Architecture and science managers,0,20011,,0,"2016, 2021",37.15,48.59,66.43,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>66.43<br><b>Median wage: </b>48.59<br><b>Min wage: </b>37.15<br>
0212 - Architecture and science managers,20011 - Architecture and science managers,Quebec,0212,Architecture and science managers,0,20011,,0,"2016, 2021",35.9,54.85,96.15,59.37,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>96.15<br><b>Median wage: </b>54.85<br><b>Min wage: </b>35.9<br>
0212 - Architecture and science managers,20011 - Architecture and science managers,Ontario,0212,Architecture and science managers,0,20011,,0,"2016, 2021",37.02,60.44,77.38,57.76,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>77.38<br><b>Median wage: </b>60.44<br><b>Min wage: </b>37.02<br>
0212 - Architecture and science managers,20011 - Architecture and science managers,Ontario,0212,Architecture and science managers,0,20011,,0,"2016, 2021",37.02,57.69,77.38,55.39,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>77.38<br><b>Median wage: </b>57.69<br><b>Min wage: </b>37.02<br>
0212 - Architecture and science managers,20011 - Architecture and science managers,Manitoba,0212,Architecture and science managers,0,20011,,0,"2016, 2021",28.57,56.41,72.31,55.92,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>72.31<br><b>Median wage: </b>56.41<br><b>Min wage: </b>28.57<br>
0212 - Architecture and science managers,20011 - Architecture and science managers,Saskatchewan,0212,Architecture and science managers,0,20011,,0,"2016, 2021",31.25,38.46,61.54,45.91,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>61.54<br><b>Median wage: </b>38.46<br><b>Min wage: </b>31.25<br>
0212 - Architecture and science managers,20011 - Architecture and science managers,Saskatchewan,0212,Architecture and science managers,0,20011,,0,"2016, 2021",31.25,38.46,75.0,47.16,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>75.0<br><b>Median wage: </b>38.46<br><b>Min wage: </b>31.25<br>
0212 - Architecture and science managers,20011 - Architecture and science managers,British Columbia,0212,Architecture and science managers,0,20011,,0,"2016, 2021",36.54,46.7,75.0,53.49,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>75.0<br><b>Median wage: </b>46.7<br><b>Min wage: </b>36.54<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Newfoundland and Labrador,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",36.41,51.65,72.12,50.88,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>72.12<br><b>Median wage: </b>51.65<br><b>Min wage: </b>36.41<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Newfoundland and Labrador,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",32.82,52.07,72.12,50.61,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>72.12<br><b>Median wage: </b>52.07<br><b>Min wage: </b>32.82<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Newfoundland and Labrador,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",39.25,50.43,69.11,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>69.11<br><b>Median wage: </b>50.43<br><b>Min wage: </b>39.25<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Prince Edward Island,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",28.85,48.08,65.1,47.93,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>65.1<br><b>Median wage: </b>48.08<br><b>Min wage: </b>28.85<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Nova Scotia,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",33.0,52.88,69.79,51.63,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>69.79<br><b>Median wage: </b>52.88<br><b>Min wage: </b>33.0<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,New Brunswick,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",25.96,48.78,69.6,49.4,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>69.6<br><b>Median wage: </b>48.78<br><b>Min wage: </b>25.96<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,New Brunswick,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",31.09,46.86,66.72,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>66.72<br><b>Median wage: </b>46.86<br><b>Min wage: </b>31.09<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Quebec,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",38.97,55.29,77.85,57.54,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>77.85<br><b>Median wage: </b>55.29<br><b>Min wage: </b>38.97<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Quebec,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",43.59,47.12,74.18,55.89,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>74.18<br><b>Median wage: </b>47.12<br><b>Min wage: </b>43.59<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Quebec,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",36.54,54.95,76.92,57.66,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>76.92<br><b>Median wage: </b>54.95<br><b>Min wage: </b>36.54<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Quebec,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",44.62,60.51,71.0,58.44,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>71.0<br><b>Median wage: </b>60.51<br><b>Min wage: </b>44.62<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Ontario,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",34.52,55.29,76.92,55.8,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>76.92<br><b>Median wage: </b>55.29<br><b>Min wage: </b>34.52<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Ontario,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",34.97,60.77,76.92,57.12,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>76.92<br><b>Median wage: </b>60.77<br><b>Min wage: </b>34.97<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Ontario,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",28.85,46.15,57.44,45.52,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>57.44<br><b>Median wage: </b>46.15<br><b>Min wage: </b>28.85<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Ontario,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",34.62,55.29,77.44,56.23,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>77.44<br><b>Median wage: </b>55.29<br><b>Min wage: </b>34.62<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Ontario,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",38.46,53.85,76.92,54.81,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>76.92<br><b>Median wage: </b>53.85<br><b>Min wage: </b>38.46<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Ontario,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",36.06,53.85,69.23,52.25,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>69.23<br><b>Median wage: </b>53.85<br><b>Min wage: </b>36.06<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Ontario,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",30.0,50.59,91.35,51.99,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>91.35<br><b>Median wage: </b>50.59<br><b>Min wage: </b>30.0<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Ontario,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",31.25,52.88,79.49,55.71,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>79.49<br><b>Median wage: </b>52.88<br><b>Min wage: </b>31.25<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Ontario,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",40.0,52.88,73.23,54.08,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>73.23<br><b>Median wage: </b>52.88<br><b>Min wage: </b>40.0<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Manitoba,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",28.85,46.27,65.13,48.21,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>65.13<br><b>Median wage: </b>46.27<br><b>Min wage: </b>28.85<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Manitoba,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",32.21,46.63,67.92,49.45,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>67.92<br><b>Median wage: </b>46.63<br><b>Min wage: </b>32.21<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Saskatchewan,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",43.59,55.29,75.9,57.69,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>75.9<br><b>Median wage: </b>55.29<br><b>Min wage: </b>43.59<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Saskatchewan,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",38.46,54.06,72.12,54.05,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>72.12<br><b>Median wage: </b>54.06<br><b>Min wage: </b>38.46<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Saskatchewan,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",50.77,57.69,81.73,62.03,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>81.73<br><b>Median wage: </b>57.69<br><b>Min wage: </b>50.77<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Alberta,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",33.65,64.9,76.92,61.18,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>76.92<br><b>Median wage: </b>64.9<br><b>Min wage: </b>33.65<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Alberta,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",33.65,64.42,76.92,60.05,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>76.92<br><b>Median wage: </b>64.42<br><b>Min wage: </b>33.65<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Alberta,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",52.0,65.93,79.33,64.57,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>79.33<br><b>Median wage: </b>65.93<br><b>Min wage: </b>52.0<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,British Columbia,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",34.62,53.57,72.12,54.36,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>72.12<br><b>Median wage: </b>53.57<br><b>Min wage: </b>34.62<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,British Columbia,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",29.96,52.88,71.79,52.25,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>71.79<br><b>Median wage: </b>52.88<br><b>Min wage: </b>29.96<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,British Columbia,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",36.06,54.7,72.12,55.24,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>72.12<br><b>Median wage: </b>54.7<br><b>Min wage: </b>36.06<br>
0213 - Computer and information systems managers,20012 - Computer and information systems managers,Yukon,0213,Computer and information systems managers,0,20012,,0,"2016, 2021",41.0,53.25,70.84,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>70.84<br><b>Median wage: </b>53.25<br><b>Min wage: </b>41.0<br>
0311 - Managers in health care,30010 - Managers in health care,Newfoundland and Labrador,0311,Managers in health care,0,30010,,0,"2016, 2021",28.85,47.31,54.87,44.62,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>54.87<br><b>Median wage: </b>47.31<br><b>Min wage: </b>28.85<br>
0311 - Managers in health care,30010 - Managers in health care,Newfoundland and Labrador,0311,Managers in health care,0,30010,,0,"2016, 2021",28.85,47.18,54.87,44.01,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>54.87<br><b>Median wage: </b>47.18<br><b>Min wage: </b>28.85<br>
0311 - Managers in health care,30010 - Managers in health care,Newfoundland and Labrador,0311,Managers in health care,0,30010,,0,"2016, 2021",28.24,47.14,60.6,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>60.6<br><b>Median wage: </b>47.14<br><b>Min wage: </b>28.24<br>
0311 - Managers in health care,30010 - Managers in health care,Prince Edward Island,0311,Managers in health care,0,30010,,0,"2016, 2021",27.88,45.95,60.1,45.35,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>60.1<br><b>Median wage: </b>45.95<br><b>Min wage: </b>27.88<br>
0311 - Managers in health care,30010 - Managers in health care,Nova Scotia,0311,Managers in health care,0,30010,,0,"2016, 2021",23.08,47.5,67.58,47.38,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>67.58<br><b>Median wage: </b>47.5<br><b>Min wage: </b>23.08<br>
0311 - Managers in health care,30010 - Managers in health care,Nova Scotia,0311,Managers in health care,0,30010,,0,"2016, 2021",14.75,38.65,71.79,36.87,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>71.79<br><b>Median wage: </b>38.65<br><b>Min wage: </b>14.75<br>
0311 - Managers in health care,30010 - Managers in health care,Nova Scotia,0311,Managers in health care,0,30010,,0,"2016, 2021",27.27,43.03,56.55,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>56.55<br><b>Median wage: </b>43.03<br><b>Min wage: </b>27.27<br>
0311 - Managers in health care,30010 - Managers in health care,New Brunswick,0311,Managers in health care,0,30010,,0,"2016, 2021",25.96,43.33,56.41,42.33,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>56.41<br><b>Median wage: </b>43.33<br><b>Min wage: </b>25.96<br>
0311 - Managers in health care,30010 - Managers in health care,New Brunswick,0311,Managers in health care,0,30010,,0,"2016, 2021",38.5,42.0,56.41,42.97,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>56.41<br><b>Median wage: </b>42.0<br><b>Min wage: </b>38.5<br>
0311 - Managers in health care,30010 - Managers in health care,New Brunswick,0311,Managers in health care,0,30010,,0,"2016, 2021",26.01,39.01,54.46,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>54.46<br><b>Median wage: </b>39.01<br><b>Min wage: </b>26.01<br>
0311 - Managers in health care,30010 - Managers in health care,New Brunswick,0311,Managers in health care,0,30010,,0,"2016, 2021",29.91,45.22,60.21,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>60.21<br><b>Median wage: </b>45.22<br><b>Min wage: </b>29.91<br>
0311 - Managers in health care,30010 - Managers in health care,Quebec,0311,Managers in health care,0,30010,,0,"2016, 2021",28.85,43.0,61.59,45.82,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>61.59<br><b>Median wage: </b>43.0<br><b>Min wage: </b>28.85<br>
0311 - Managers in health care,30010 - Managers in health care,Quebec,0311,Managers in health care,0,30010,,0,"2016, 2021",31.25,41.67,80.77,44.85,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>80.77<br><b>Median wage: </b>41.67<br><b>Min wage: </b>31.25<br>
0311 - Managers in health care,30010 - Managers in health care,Quebec,0311,Managers in health care,0,30010,,0,"2016, 2021",26.0,42.0,52.45,40.69,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>52.45<br><b>Median wage: </b>42.0<br><b>Min wage: </b>26.0<br>
0311 - Managers in health care,30010 - Managers in health care,Ontario,0311,Managers in health care,0,30010,,0,"2016, 2021",24.0,48.0,73.63,47.55,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>73.63<br><b>Median wage: </b>48.0<br><b>Min wage: </b>24.0<br>
0311 - Managers in health care,30010 - Managers in health care,Ontario,0311,Managers in health care,0,30010,,0,"2016, 2021",30.0,53.33,64.1,51.44,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>64.1<br><b>Median wage: </b>53.33<br><b>Min wage: </b>30.0<br>
0311 - Managers in health care,30010 - Managers in health care,Manitoba,0311,Managers in health care,0,30010,,0,"2016, 2021",28.0,47.42,61.54,46.91,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>61.54<br><b>Median wage: </b>47.42<br><b>Min wage: </b>28.0<br>
0311 - Managers in health care,30010 - Managers in health care,Manitoba,0311,Managers in health care,0,30010,,0,"2016, 2021",30.54,47.42,72.12,48.05,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>72.12<br><b>Median wage: </b>47.42<br><b>Min wage: </b>30.54<br>
0311 - Managers in health care,30010 - Managers in health care,Saskatchewan,0311,Managers in health care,0,30010,,0,"2016, 2021",37.11,54.0,71.0,53.48,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>71.0<br><b>Median wage: </b>54.0<br><b>Min wage: </b>37.11<br>
0311 - Managers in health care,30010 - Managers in health care,Saskatchewan,0311,Managers in health care,0,30010,,0,"2016, 2021",31.57,55.38,71.0,51.87,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>71.0<br><b>Median wage: </b>55.38<br><b>Min wage: </b>31.57<br>
0311 - Managers in health care,30010 - Managers in health care,Saskatchewan,0311,Managers in health care,0,30010,,0,"2016, 2021",41.03,53.33,70.77,53.85,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>70.77<br><b>Median wage: </b>53.33<br><b>Min wage: </b>41.03<br>
0311 - Managers in health care,30010 - Managers in health care,Alberta,0311,Managers in health care,0,30010,,0,"2016, 2021",31.0,52.13,71.43,52.09,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>71.43<br><b>Median wage: </b>52.13<br><b>Min wage: </b>31.0<br>
0311 - Managers in health care,30010 - Managers in health care,Alberta,0311,Managers in health care,0,30010,,0,"2016, 2021",18.0,50.0,60.0,46.68,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>60.0<br><b>Median wage: </b>50.0<br><b>Min wage: </b>18.0<br>
0311 - Managers in health care,30010 - Managers in health care,Alberta,0311,Managers in health care,0,30010,,0,"2016, 2021",35.0,56.01,79.87,57.31,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>79.87<br><b>Median wage: </b>56.01<br><b>Min wage: </b>35.0<br>
0311 - Managers in health care,30010 - Managers in health care,British Columbia,0311,Managers in health care,0,30010,,0,"2016, 2021",35.0,49.23,65.0,49.74,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>65.0<br><b>Median wage: </b>49.23<br><b>Min wage: </b>35.0<br>
0311 - Managers in health care,30010 - Managers in health care,British Columbia,0311,Managers in health care,0,30010,,0,"2016, 2021",40.0,49.93,63.08,50.67,Labour Force Survey,2020-2021,2022-11-16,<b>Max wage: </b>63.08<br><b>Median wage: </b>49.93<br><b>Min wage: </b>40.0<br>
0311 - Managers in health care,30010 - Managers in health care,Yukon,0311,Managers in health care,0,30010,,0,"2016, 2021",43.29,58.47,70.69,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>70.69<br><b>Median wage: </b>58.47<br><b>Min wage: </b>43.29<br>
0311 - Managers in health care,30010 - Managers in health care,Northwest Territories,0311,Managers in health care,0,30010,,0,"2016, 2021",38.73,56.05,77.99,,Small Area Estimation,2021,2022-11-16,<b>Max wage: </b>77.99<br><b>Median wage: </b>56.05<br><b>Min wage: </b>38.73<br>
